EVENT_DATE,PATH,GROUP,STATE,EVENT_ID,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,IS_WINNER,BEST_BACK_PRICE_60_MIN_PRIOR,BEST_LAY_PRICE_60_MIN_PRIOR,IMPLIED_PROB,MATCHED_VOLUME_60_MIN_PRIOR,TOTAL_MATCHED_VOLUME,LAST_PREPLAY_PRICE
2022-05-26 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197919399,Seat of O'Connor,2365174,Any Other Party or Independent,0,15,,7%,,,
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197919256,Seat of Oxley,2049781,Labor,1,1.02,1.1,98%,12057.7,12057.7,1.02
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197919256,Seat of Oxley,2365174,Any Other Party or Independent,0,15,,7%,,,
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197919256,Seat of Oxley,2049782,Coalition,0,12,,8%,,,
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238619,Seat of Page,2049782,Coalition,1,1.2,1.39,83%,2806.73,2806.73,1.3
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238619,Seat of Page,2049781,Labor,0,5.4,,19%,124.93,124.93,6.2
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238619,Seat of Page,1111887,Any Other Party,0,36,,3%,9.29,9.29,400
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238619,Seat of Page,8498800,Independent,0,4.6,,22%,203.08,203.08,6
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197917638,Seat of Parkes,2049782,Coalition,1,1.01,1.03,99%,6061.3,6061.3,1.02
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197917638,Seat of Parkes,2365174,Any Other Party or Independent,0,15,,7%,,,
2022-05-25 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197298490,Seat of Parramatta,2049781,Labor,1,1.17,1.26,85%,6811.2,6931.78,1.16
2022-05-25 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197298490,Seat of Parramatta,2049782,Coalition,0,3.6,7.2,28%,575.13,575.13,6
2022-05-25 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197298490,Seat of Parramatta,2365174,Any Other Party or Independent,0,30,,3%,25.22,25.22,30
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197482585,Seat of Paterson,2049781,Labor,1,1.05,1.15,95%,8199.06,8199.06,1.07
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197482585,Seat of Paterson,2049782,Coalition,0,8,21,13%,75.72,75.72,14.5
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197482585,Seat of Paterson,2365174,Any Other Party or Independent,0,13.5,,7%,18.07,18.07,13.5
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197241141,Seat of Pearce,2049781,Labor,1,1.32,,76%,85.06,85.06,1.6
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197241141,Seat of Pearce,2365174,Any Other Party or Independent,0,17.5,,6%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197241141,Seat of Pearce,2049782,Coalition,0,,4.1,,241,241,2.66
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197919407,Seat of Perth,2049781,Labor,1,1.01,1.04,99%,11977.97,11977.97,1.01
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197919407,Seat of Perth,3789290,The Greens,0,25,,4%,,,
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197919407,Seat of Perth,2365174,Any Other Party or Independent,0,30,,3%,,,
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197919407,Seat of Perth,2049782,Coalition,0,21,,5%,,,
2022-05-25 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197298462,Seat of Petrie,2049782,Coalition,1,1.1,1.23,91%,5641.49,5641.49,1.1
2022-05-25 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197298462,Seat of Petrie,2049781,Labor,0,4.8,,21%,54,54,7
2022-05-25 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197298462,Seat of Petrie,2365174,Any Other Party or Independent,0,30,,3%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197919259,Seat of Rankin,2049781,Labor,1,1.01,1.04,99%,10537.32,10537.32,1.02
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197919259,Seat of Rankin,2049782,Coalition,0,12,,8%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197919259,Seat of Rankin,2365174,Any Other Party or Independent,0,15,,7%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238622,Seat of Reid,2049781,Labor,1,1.25,1.38,80%,2341.75,2459.58,1.38
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238622,Seat of Reid,2049782,Coalition,0,3.8,10,26%,327,439.66,3.8
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238622,Seat of Reid,8498800,Independent,0,13,,8%,2.93,2.93,70
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238622,Seat of Reid,1111887,Any Other Party,0,36,,3%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197917639,Seat of Richmond,2049781,Labor,1,1.15,1.35,87%,6112.17,6334.14,1.16
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197917639,Seat of Richmond,2365174,Any Other Party or Independent,0,10.5,,10%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197917639,Seat of Richmond,3789290,The Greens,0,5,22,20%,129.32,196.32,7.2
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197918754,Seat of Riverina,2049782,Coalition,1,1.01,1.02,99%,8256.38,8256.38,1.01
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197918754,Seat of Riverina,2365174,Any Other Party or Independent,0,55,,2%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238623,Seat of Robertson,2049782,Coalition,0,2.12,,47%,683.11,924.66,2
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238623,Seat of Robertson,2049781,Labor,1,1.72,1.9,58%,2196.32,2567.82,1.7
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238623,Seat of Robertson,2365174,Any Other Party or Independent,0,30,,3%,26.22,26.22,1000
2022-05-27 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197298463,Seat of Ryan,2049782,Coalition,0,1.62,2.1,62%,2185.91,2479.51,1.62
2022-05-27 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197298463,Seat of Ryan,2049781,Labor,0,3,5,33%,743.45,865.45,2.88
2022-05-27 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197298463,Seat of Ryan,2365174,Any Other Party or Independent,0,30,,3%,4.63,4.63,19
2022-05-27 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197298463,Seat of Ryan,3789290,The Greens,1,4.2,5.5,24%,316.7,729.84,5.6
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,VIC,31339813,197919181,Seat of Scullin,2049781,Labor,1,1.01,1.02,99%,11438.8,11438.8,1.01
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,VIC,31339813,197919181,Seat of Scullin,2365174,Any Other Party or Independent,0,16,,6%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197918773,Seat of Shortland,2049781,Labor,1,1.05,1.16,95%,6861.48,6861.48,1.07
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197918773,Seat of Shortland,2049782,Coalition,0,6.8,21,15%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197918773,Seat of Shortland,2365174,Any Other Party or Independent,0,30,,3%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NT,31356100,197241251,Seat of Solomon,2049781,Labor,1,1.08,1.14,93%,1684.32,1684.32,1.14
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NT,31356100,197241251,Seat of Solomon,2049782,Coalition,0,6.2,10,16%,184.81,184.81,8
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NT,31356100,197241251,Seat of Solomon,2365174,Any Other Party or Independent,0,30,,3%,,,
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,SA,31356074,197919307,Seat of Spence,2049781,Labor,1,1.01,,99%,7193,7193,1.02
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,SA,31356074,197919307,Seat of Spence,2365174,Any Other Party or Independent,0,15,,7%,,,
2022-05-27 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,SA,31356074,197241030,Seat of Sturt,2049782,Coalition,1,1.35,2.3,74%,1281.45,1527.45,1.33
2022-05-27 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,SA,31356074,197241030,Seat of Sturt,2049781,Labor,0,2.84,5,35%,409.33,409.33,2.88
2022-05-27 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,SA,31356074,197241030,Seat of Sturt,2365174,Any Other Party or Independent,0,20,,5%,,,
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197241146,Seat of Swan,2049781,Labor,1,1.2,1.5,83%,13406.58,13406.58,1.22
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197241146,Seat of Swan,2049782,Coalition,0,3.4,7,29%,779.81,779.81,3.4
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197241146,Seat of Swan,2365174,Any Other Party or Independent,0,18,,6%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197918810,Seat of Sydney,2365174,Any Other Party or Independent,0,15,540,7%,,,
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197918810,Seat of Sydney,2049781,Labor,1,,1.01,,11529.81,11529.81,1.01
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197241151,Seat of Tangney,2049782,Coalition,0,1.2,1.44,83%,3819.84,3819.84,1.2
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197241151,Seat of Tangney,2049781,Labor,1,2.96,,34%,24.63,24.63,5.2
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,WA,31356080,197241151,Seat of Tangney,2365174,Any Other Party or Independent,0,40,,3%,,,
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,VIC,31339813,197919182,Seat of Wannon,2049782,Coalition,1,1.02,1.11,98%,10608.77,10608.77,1.02
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,VIC,31339813,197919182,Seat of Wannon,2049781,Labor,0,14,,7%,2.14,2.14,140
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,VIC,31339813,197919182,Seat of Wannon,2365174,Any Other Party or Independent,0,13.5,50,7%,9.9,9.9,50
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238624,Seat of Warringah,2049782,Coalition,0,6.4,8.2,16%,3667.55,3721.08,8.2
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238624,Seat of Warringah,2049781,Labor,0,25,,4%,27.24,27.24,130
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238624,Seat of Warringah,1111887,Any Other Party,0,40,,3%,9.4,9.4,150
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238624,Seat of Warringah,8498800,Independent,1,1.12,1.15,89%,34160.8,34414.81,1.14
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197918991,Seat of Watson,2049781,Labor,1,1.01,1.02,99%,7736.75,7736.75,1.01
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197918991,Seat of Watson,2365174,Any Other Party or Independent,0,15,,7%,5,5,50
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238625,Seat of Wentworth,2049782,Coalition,0,1.81,2.08,55%,8545.46,9729.79,2
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238625,Seat of Wentworth,2049781,Labor,0,55,,2%,15.97,15.97,200
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238625,Seat of Wentworth,1111887,Any Other Party,0,55,,2%,12.02,12.02,110
2022-05-24 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197238625,Seat of Wentworth,8498800,Independent,1,1.9,1.97,53%,7324.01,8532.62,2
2022-05-27 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197919142,Seat of Werriwa,2049781,Labor,1,1.2,1.35,83%,3982.84,4207.84,1.2
2022-05-27 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197919142,Seat of Werriwa,2049782,Coalition,0,4,9,25%,333.27,343.27,9
2022-05-27 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197919142,Seat of Werriwa,2365174,Any Other Party or Independent,0,30,,3%,9.17,9.17,30
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197919143,Seat of Whitlam,2049781,Labor,1,1.01,1.05,99%,7684.66,7684.66,1.01
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,NSW,31355970,197919143,Seat of Whitlam,2365174,Any Other Party or Independent,0,30,,3%,,,
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197919262,Seat of Wide Bay,2049782,Coalition,1,1.01,,99%,7197.91,7197.91,1.02
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197919262,Seat of Wide Bay,2365174,Any Other Party or Independent,0,16,,6%,,,
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,VIC,31339813,197919183,Seat of Wills,2049781,Labor,1,1.01,1.05,99%,13802.85,13802.85,1.02
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,VIC,31339813,197919183,Seat of Wills,2049782,Coalition,0,25,,4%,,,
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,VIC,31339813,197919183,Seat of Wills,3789290,The Greens,0,17.5,,6%,8.97,8.97,9.8
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,VIC,31339813,197919183,Seat of Wills,2365174,Any Other Party or Independent,0,29,,3%,,,
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197919260,Seat of Wright,2049782,Coalition,1,1.01,1.03,99%,5671.61,5671.61,1.02
2022-05-23 00:00:00.000 Z,2022 Australian Federal Election,Individual Electorates,QLD,31355989,197919260,Seat of Wright,2365174,Any Other Party or Independent,0,15,,7%,,,
2022-05-31 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,196914672,The Greens Seats Won,43836364,One Seat Won,0,1.43,1.65,70%,12337.17,12912.72,1.59
2022-05-31 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,196914672,The Greens Seats Won,43836368,Five Seats Won,0,200,,1%,0.17,526.54,70
2022-05-31 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,196914672,The Greens Seats Won,43836369,Six Seats Won,0,200,,1%,0.03,6.89,110
2022-05-31 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,196914672,The Greens Seats Won,43836366,Three Seats Won,0,12,18.5,8%,530.83,5229.07,14
2022-05-31 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,196914672,The Greens Seats Won,43836371,Eight Seats Won,0,400,,0%,0.02,0.56,580
2022-05-31 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,196914672,The Greens Seats Won,43836365,Two Seats Won,0,2.98,3,34%,1879.92,2426.69,3.85
2022-05-31 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,196914672,The Greens Seats Won,43836363,Zero Seats Won,0,40,,3%,20.84,25.84,42
2022-05-31 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,196914672,The Greens Seats Won,43836370,Seven Seats Won,0,400,,0%,0.02,2.15,300
2022-05-31 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,196914672,The Greens Seats Won,43836376,Nine or More Seats Won,0,26,,4%,5.02,5.3,1000
2022-05-31 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,196914672,The Greens Seats Won,43836367,Four Seats Won,1,25,1000,4%,27.67,13097.18,80
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,44713786,50 Seats or fewer,0,32,60,3%,110.32,124.37,60
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,4625944,101 Seats or more,0,85,1000,1%,0.07,0.28,1000
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,38829573,61 - 65 seats,0,3.5,4.4,29%,354.99,551.25,4.4
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,4642986,91 - 95 Seats,0,27,1000,4%,0.07,0.28,1000
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,38829584,71 - 75 seats,0,5,9.8,20%,10,512.41,2.64
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,2364087,66 - 70 Seats,0,3.3,4.4,30%,1558.38,1757.21,4.4
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,38829560,86 - 90 seats,0,28,890,4%,0.09,0.35,890
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,4642987,96 - 100 Seats,0,60,1000,2%,0.07,0.28,1000
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,4642636,51 - 55 Seats,0,13.5,18,7%,64,145.5,18
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,38829563,81 - 85 seats,0,15.5,890,6%,10.09,10.35,890
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,38829586,76 - 80 seats,0,7.2,890,14%,52,52.26,890
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611138,Total Coalition Seats Won,35683047,56 - 60 seats,1,7,10,14%,109,231.73,11
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,44713786,50 Seats or fewer,0,85,1000,1%,,,
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,4625944,101 Seats or more,0,200,890,1%,6.08,6.08,890
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,38829584,71 - 75 seats,0,3.5,9,29%,513.88,710.85,3.3
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,2364087,66 - 70 Seats,0,6.4,40,16%,72.36,82.36,6.4
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,35683047,56 - 60 seats,0,40,1000,3%,,,
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,38829563,81 - 85 seats,0,2.9,4.5,34%,579.96,642.03,4.5
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,4642987,96 - 100 Seats,0,90,200,1%,3.26,3.26,200
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,38829560,86 - 90 seats,0,10,25,10%,174.57,183.44,28
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,4642636,51 - 55 Seats,0,65,1000,2%,,,
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,38829573,61 - 65 seats,0,26,1000,4%,5,10,32
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,4642986,91 - 95 Seats,0,50,90,2%,61.23,61.23,50
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Total Seats,,28808409,198611678,Total Labor Seats Won,38829586,76 - 80 seats,1,2.8,3,36%,838.96,985.37,2.9
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Type of Government,,28808409,197602691,Type of Government Formed,44160344,Coalition Minority,0,4,4.5,25%,10099.77,10852.23,4.2
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Type of Government,,28808409,197602691,Type of Government Formed,15407103,Labor Minority,0,5,6,20%,12206.95,15002.48,5.5
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Type of Government,,28808409,197602691,Type of Government Formed,44160343,Coalition Majority,0,20,21,5%,3233.95,3363.18,36
2022-05-30 00:00:00.000 Z,2022 Australian Federal Election,Type of Government,,28808409,197602691,Type of Government Formed,15407104,Labor Majority,1,1.74,1.99,57%,28523.91,34931.83,1.94
